listing_id,id,date,reviewer_id,reviewer_name,comments
6422,3321789,1/10/2013,4272357,Janice,"Michele and her family welcomed us with open arms and a hug, which was a nice thing after a 9 hour drive. She had a map for us, regarding the places we wanted to go and things we wanted to do. Even though we only spent one night in her house it was a fabulous experience. Her home is beautiful. I appreciate the breakfast that she left us in the morning and the key they let us use to let ourselves in and out. "
6422,3339590,1/13/2013,195311,Corey,"Thinking about moving to Nashville, I needed a place to do recon from. Michele and her whole family were extremely accommodating to my plans, helpful, friendly and full of good advice. The house was comfortable and very convenient. We may stay there again!"
6422,3363383,1/17/2013,4581873,Inder & Andy,"We couldn't have asked for, or imagined, better hosts than Michele and her husband! The accommodations were inviting, warm, and more than comfortable, despite the stormy weather outside. Such generous hosts! Our stay was the perfect introduction to the Nashville community. We will certainly be back! Or sending friends :)"
6422,3394320,1/22/2013,4500305,Laura,"Comfortable and excellent stay for our first visit to Nashville (and first Airbnb stay)! Michele and Collier were so welcoming and nice. We could not have asked for a better host family! Our room was very spacious, bed was great, bathroom was clean, and towels were out for us. We loved how close the house was to downtown. We recommend Michele's home to anyone. They make you feel right at home! "
6422,3459926,2/2/2013,548044,Sam,"Michele & Collier are the perfect hosts, and it's a true pleasure to stay with them in their home. They're so welcoming and friendly and made sure i felt like part of the family, straight away. The pets are gorgeous too, especially Serendipity the cat. This is definitely my #1 pick whenever i visit Nashville"
6422,3579903,2/19/2013,4101399,Lori,"Michelle and her husband Collier were delightful hosts.  We felt at home the minute we entered their home, which was in a quiet residential area of lovingly restored homes.  Their home bordered a park and the bedroom wall was lined with windows looking out onto the park.  Very nice!  The bed was very comfortable and the bathroom was immaculate.  My stay included a Sunday and Michelle prepared a delicious brunch which included eggs, homemade biscuits, fresh fruits and vegetables.  Michelle and Collier were both very attentive hosts and were always concerned that we were enjoying our stay.  Their location was easily accessible(by car) to The District and other Nashville attractions.  My friend and I really enjoyed our stay at Nashville Charm!  "
6422,3631235,2/26/2013,4219009,Amy,"What a perfect stay! Michelle & her husband Collier are genuinely lovely people, and such wonderful hosts. We really liked their house, the spacious, comfortable room, the neighbourhood and Nashville, and would recommend coming here. They were both attentive and helpful, answering our questions and engaging in conversation, even inviting us to Sunday morning brunch with them, which we will always remember"
6422,3655015,2/28/2013,4956449,Anna,"Michele was a wonderful host.  The house was comfortable and the perfect place to stay in a very nice and interesting part of the city. She gave us great advice about where to go in the city and was warm and kind from the moment we met her. We loved our stay with her and would recommend it to anyone going to Nashville. <br/>Thanks very much!!<br/>-Anna & April (Roadtrippin' gals from Montreal, Canada)"
6422,3670290,3/2/2013,1324978,Mike,"Michele is a warm,personable,genuine and spiritual woman who is most welcoming and helpful.Her generosity of spirit adds to her light.Her spouse,Collier,is a very engaging,interesting,intelligent and lucky man,<br/>whose love for the law is evident.Their house is the most homelike<br/>airbnb place to date.A willingness to go the extra mile to make one feel welcome is heartwarming.<br/>If you can't feel comfortable here,forget it.<br/>Michele's sweet tart offering in the AM with a note gave my stay that special something extra.Her gift of homemade corn bread for the road was to die for.<br/>My only regret is that I hadn't planned to stay longer.<br/>Their home is a definite keeper.Thanks ever so much."
6422,3737330,3/10/2013,4667191,Ryan,"Great place, great location and great price!  This was my first airbnb stay, and Michelle was more than hospitable, and very helpful if you're looking for Nashville advice.  (They told me to eat dinner at Mas Tacos, and those were some of the best tacos I've ever had).  <br/>Their description says you don't have a private bathroom, and while that is technically true, it's all pretty darn private upstairs, it's almost like a suite.  The bed can be a little hard on the hips, but this is a great value with very nice people.  "
6422,3879501,3/24/2013,4940925,Lauren,Such a great experience staying here. Michele and her husband made us feel very at home-we didn't want to leave! We also loved that we could easily walk downtown in 45 minutes. Thank you again!!!
6422,4102120,4/9/2013,5664753,Georgia,"Michele's brother is ill so she was not there while I stayed in the house, but her husband Collier greeted me, gave me a key and towels and set up my breakfast for me. The house is beautiful and in a cute little neighbor-- it was so easy to get around Nashville from their place! The room was clean and comfortable, the internet worked great and the bathroom was great too. This was my first Air B n B experience and I couldn't have asked for a better one!"
6422,4171328,4/15/2013,5507817,Alice,"This is by far our best airbnb experience yet! Our room was LARGE and with big windows overlooking a nearby park. But that is not the best thing. The hosts Michele and Collier are the sweetest people one could ask for. Michele took care of everything before we got there, but had to leave before our stay, so we spend a lot of good times in the kitchen with Collier, who tells the greatest stories and is simply wonderful to be around and helpful to an extent which is more than you would ever ask for. In short, book with these guys, we promise you will never regret it!"
6422,4228426,4/20/2013,5649192,Grace,"We had a wonderful stay at Michele's house.  When we arrived she was heading through town so was kind enough to give us a lift to hers and show us some places to go in East Nashville on the way. <br/>The room is really spacious, it has a laundry room attached to it and the internet's very fast.  I'd agree with an earlier review that the bathroom feels very private too - it's right next to the room and is rarely used by anyone else. <br/>The location is good - easy walking distance to a cluster of lovely bars and restaurants in East Nashville and walking to downtown took about 50mins. There's also a bus which goes from almost right outside the house and takes about 10 mins to get to downtown.<br/>Breakfast was lovely everyday - homemade biscuits and scones. <br/>It really was such a great place to stay, and incredible value - the house is gorgeous, we felt really welcome and it's a great location. If we're ever back in Nashville we'd definitely want to stay again. "
6422,4233586,4/21/2013,3484737,Brii,"This was my second stay with Michele and Collier, and just as last time, they were incredibly hospitable. Very welcoming to new guests, and gave my friends tons of information about jobs and moving to the area. They made us feel as if we were part of the family, and very accommodating. Thanks for such a great stay!!"
6422,4254967,4/22/2013,5774518,Lincoln,"Michele & Collier could not have been more wonderful hosts! From the moment I walked in the door, they made me feel like family. They have a beautiful old house, and the room I stayed in looks out onto a park. The accommodations are more than adequate and match the description in the listing very well, but it's really the spirit with which guests are welcomed that sets this Airbnb apart. When I arrived, the Flynns were more than happy to take time out of their day and engage me in great conversation, sharing stories about their family and Nashville history. They had superb recommendations for what to check out in the area (East Nashville, by the way, is highly recommended - a quiet neighborhood with a vibrant nightlife and beautiful architecture, and reasonably easy to get to from downtown via public transit). I was lucky enough to stay on a Sunday morning and enjoyed a delicious family-style brunch. As a first-time Airbnb user, I was apprehensive about what the experience would be like. Before my arrival, the Flynns were great about being flexible around my travel arrangements and responded quickly to all my communications. I couldn't imagine a better introduction to the service - this amazing couple clearly doesn't offer their home just to use their extra space, but they see it as a form of service and a way to extend, in their words, ""radical hospitality"" to whoever is lucky enough to stay with them. Couldn't recommend them enough!"
6422,4316001,4/27/2013,3782274,Nikki,"Michele's inviting and beautiful house is a home away from home. Nestled in and among our new favorite hang outs and neighborhoods, this is a treasure for people seeking out all sorts of adventure and experiences. We had to tear ourselves away from their adorable pets as we loved our mornings with them. Michele is such a gracious host and made us feel incredibly welcomed. Nashville quickly ranked among our favorite cities with the friendliest folks around, delicious food, and amazing local haunts within walking/biking distance. Between the gorgeous home and the perfect location, the wonderful hospitality, the delicious breakfasts Michele created for us, the loving pets, the great conversations (the list could go on and on...) -  we can't wait to come back and visit Michele again. FIVE STARS!!!"
2577619,23154774,11/24/2014,14904500,Mary,Lovely house in a great neighborhood.
